60 	
46	95
0	3	6	11	7	
1	4	4	81	6	
1	6	3	4	2	
0	2	8	117	1	
1	5	4	42	3	
0	1	2	170	5	
0	8	4	142	1	
0	4	5	242	5	
1	8	7	265	5	
0	1	3	1	1	
1	7	8	85	1	
1	8	1	193	9	
1	5	6	161	5	
1	5	8	45	5	
1	1	2	68	1	
1	5	5	247	4	
0	3	9	144	2	
1	8	9	90	8	
0	7	1	94	7	
1	2	5	96	3	
0	2	2	130	6	
0	1	5	97	7	
1	7	9	171	2	
1	3	1	224	2	
0	2	8	207	4	
1	6	8	228	8	
1	7	2	89	1	
0	1	8	267	6	
1	5	1	251	9	
1	8	7	41	9	
0	4	6	11	9	
1	8	9	179	4	
1	1	1	58	4	
1	7	7	132	9	
0	3	1	61	8	
0	2	5	74	1	
0	8	8	31	8	
0	2	9	141	6	
0	6	6	143	3	
0	6	9	206	3	
0	4	3	226	7	
0	4	2	144	3	
0	9	4	227	3	
0	8	1	150	8	
0	9	5	133	7	
0	6	5	265	4	
1	3	7	25	5	
1	8	2	99	8	
0	2	3	145	4	
1	8	3	284	3	
0	6	2	23	1	
0	2	1	142	2	
0	6	7	168	2	
0	1	8	136	9	
1	2	7	170	5	
1	3	5	157	4	
1	5	1	94	4	
0	9	4	243	9	
1	6	7	223	3	
0	7	6	247	1	
