50 	
30	59
1	2	7	125	5	
0	8	3	57	8	
0	4	3	16	6	
1	6	8	89	9	
0	7	1	194	4	
1	7	1	159	1	
0	8	5	6	4	
0	6	2	133	7	
0	6	5	179	7	
1	5	1	7	8	
0	7	2	3	2	
0	5	2	85	9	
1	3	2	207	3	
0	1	7	194	2	
1	2	5	149	4	
0	1	3	36	6	
1	7	6	132	3	
0	7	3	34	3	
0	2	5	245	8	
1	9	7	176	3	
1	6	2	158	3	
1	4	5	101	2	
0	9	3	107	6	
1	3	2	27	6	
1	6	7	41	7	
0	5	7	80	3	
1	9	7	84	3	
1	5	5	57	1	
1	3	5	186	8	
0	2	2	65	5	
1	5	2	156	8	
0	5	8	106	5	
0	8	5	2	8	
1	5	9	86	7	
1	1	1	113	6	
1	2	7	157	3	
0	1	5	12	3	
1	4	1	131	7	
1	3	1	161	1	
0	6	3	35	2	
0	5	9	181	5	
0	7	3	177	3	
1	1	6	86	2	
1	5	9	233	7	
0	7	7	197	5	
1	8	9	32	8	
1	7	3	201	3	
1	2	4	86	9	
1	4	1	180	5	
0	5	1	27	7	
