40 	
1	11
1	2	2	192	4	
1	9	9	78	1	
1	4	6	32	4	
1	3	5	128	7	
1	6	3	9	8	
0	4	5	172	4	
0	5	8	203	8	
1	1	7	93	7	
1	4	7	201	2	
0	5	1	108	6	
0	5	7	195	6	
1	2	5	192	4	
1	8	4	110	5	
0	6	1	124	7	
1	6	9	128	4	
0	3	4	93	6	
0	9	5	194	7	
0	9	1	1	1	
1	3	6	184	9	
0	8	6	184	6	
0	8	7	95	9	
0	3	5	62	5	
1	3	7	55	4	
0	4	7	104	4	
0	1	4	20	2	
1	5	3	197	3	
0	5	2	75	8	
1	9	1	38	8	
1	7	4	133	6	
0	9	5	129	9	
0	5	5	151	4	
1	8	6	98	9	
0	4	2	202	1	
1	9	5	93	4	
1	8	3	29	1	
1	1	4	204	7	
1	6	7	48	5	
0	2	5	161	7	
0	5	6	122	4	
1	8	9	69	8	
