50 	
33	51
1	1	6	3377	2	
1	64	6	4281	3	
1	12	5	2263	7	
0	17	1	1443	3	
0	91	3	1677	8	
0	52	1	267	1	
0	20	7	553	5	
1	97	7	3269	2	
1	95	6	649	6	
0	40	5	1386	6	
1	45	3	1615	6	
1	6	8	1165	2	
0	68	6	4342	4	
0	71	6	2164	1	
1	59	8	4327	8	
1	75	2	3965	5	
1	15	5	1196	2	
0	73	4	4784	2	
0	5	5	859	8	
0	52	2	2686	6	
1	47	2	3832	3	
0	12	5	3088	6	
1	31	3	3490	3	
1	3	2	4472	5	
1	44	1	1308	4	
0	55	3	3762	1	
0	72	7	421	1	
1	46	6	2456	6	
0	50	6	626	7	
0	3	2	354	1	
0	71	1	757	1	
1	93	2	709	3	
1	52	8	3072	7	
1	11	2	3558	2	
1	69	5	687	1	
0	43	5	2675	3	
0	59	9	856	5	
1	74	6	1803	1	
0	55	6	2204	8	
0	43	3	2903	5	
0	24	2	3538	2	
1	15	7	1327	3	
0	97	7	593	8	
0	47	9	2607	1	
0	42	3	3782	3	
1	97	8	2765	2	
0	71	6	1821	7	
1	78	5	2587	4	
1	63	1	1349	1	
1	58	9	2955	7	
