90 	
44	52
0	5	5	754	6	
0	3	7	767	6	
1	7	1	118	4	
1	3	9	481	4	
1	2	6	612	6	
0	1	6	395	6	
1	7	3	57	7	
0	1	3	619	8	
1	7	7	763	9	
0	1	9	54	6	
0	3	8	589	1	
1	8	9	335	2	
1	4	3	654	8	
0	4	4	434	5	
0	5	9	426	2	
0	7	1	639	1	
0	4	3	756	1	
0	6	4	361	6	
0	7	2	734	5	
0	9	4	36	7	
1	5	8	313	1	
1	7	3	204	6	
0	5	6	281	3	
1	8	7	459	7	
1	3	7	764	6	
0	9	8	222	7	
1	5	4	345	1	
0	3	7	297	6	
0	5	6	780	2	
0	4	2	183	9	
0	1	8	681	3	
0	7	1	162	1	
0	4	2	820	5	
0	1	6	756	2	
0	5	5	159	9	
1	9	2	22	9	
1	1	6	116	3	
1	6	6	351	2	
1	7	9	366	5	
1	6	3	782	5	
1	3	4	427	6	
0	1	4	771	5	
1	2	4	809	9	
0	2	5	653	6	
0	4	2	138	8	
1	8	4	780	1	
1	3	3	57	7	
0	3	7	450	6	
0	3	1	234	9	
1	3	9	316	8	
0	4	3	569	3	
1	8	8	310	5	
1	7	8	249	4	
0	2	2	360	4	
0	1	1	503	4	
0	4	3	777	4	
0	1	7	577	4	
0	3	4	157	4	
0	1	9	350	1	
0	2	6	449	8	
1	1	4	273	1	
1	4	3	205	5	
0	7	7	658	3	
1	5	6	286	5	
0	1	8	248	7	
1	3	6	478	8	
1	7	3	60	7	
0	1	8	647	5	
0	6	8	143	1	
1	9	6	677	8	
0	7	3	543	1	
1	4	5	745	2	
1	8	1	182	1	
0	3	5	694	2	
1	2	2	634	9	
1	6	2	458	2	
1	7	7	210	9	
1	7	2	432	9	
0	7	3	335	8	
1	1	8	313	3	
0	7	5	422	2	
1	2	4	439	5	
0	3	8	290	6	
1	8	4	488	4	
1	6	1	695	2	
0	9	6	321	5	
0	4	2	462	2	
0	7	2	636	9	
0	5	3	508	5	
1	5	2	726	3	
