80 	
5	19
1	61	3	2403	7	
1	2	2	3425	3	
0	5	6	4872	3	
0	14	4	1925	2	
1	7	3	4673	3	
1	98	1	5105	3	
1	71	6	4175	6	
0	76	4	406	2	
1	27	1	173	8	
0	20	3	5194	7	
0	43	3	804	2	
0	29	6	3602	1	
0	65	6	3038	4	
0	35	9	2311	7	
0	49	8	1684	4	
1	4	9	1745	5	
1	7	5	2362	9	
1	94	2	1102	8	
0	89	7	1614	7	
0	16	5	3746	1	
0	8	7	1975	3	
1	65	8	1767	3	
0	92	9	1018	8	
1	29	2	4738	5	
0	90	1	2323	8	
1	2	8	1686	7	
0	15	9	4632	1	
1	80	4	4074	3	
0	48	1	73	4	
0	33	2	344	5	
0	35	4	2289	8	
1	64	7	3418	5	
1	97	6	908	3	
1	91	1	3070	5	
0	93	4	2755	3	
0	14	5	2601	7	
0	4	4	4317	3	
1	44	4	5366	5	
1	52	9	308	4	
0	87	6	4470	4	
1	5	8	3275	2	
0	55	4	4426	1	
0	25	8	2487	1	
0	6	1	3673	8	
1	10	4	1042	5	
0	52	7	3568	7	
0	30	8	2416	5	
0	31	8	1490	1	
1	37	3	1817	8	
1	15	8	4429	2	
1	47	2	2668	1	
1	28	4	4728	6	
1	11	5	1406	1	
0	64	8	3700	9	
0	13	1	2986	5	
1	31	9	3018	8	
1	60	8	1372	9	
0	60	5	4599	6	
0	33	5	5192	5	
0	29	9	4062	2	
1	42	9	3627	3	
1	2	7	2521	7	
1	53	4	1940	4	
1	96	4	1728	4	
1	52	3	589	2	
1	21	6	3144	5	
1	75	4	3335	1	
0	89	5	5191	7	
1	4	6	3416	3	
0	85	3	4923	9	
0	37	9	2605	7	
1	26	8	4201	1	
0	77	2	4066	8	
0	73	3	1091	8	
0	63	8	3612	4	
1	87	5	740	1	
1	13	8	1534	6	
0	66	1	2127	4	
1	99	8	4100	9	
1	45	9	303	6	
