40 	
11	53
0	58	9	993	8	
1	29	8	1199	7	
1	22	4	1604	3	
1	98	1	542	9	
1	47	2	1900	2	
1	82	4	1469	1	
0	46	7	1033	5	
0	78	6	873	4	
0	33	9	148	4	
1	84	1	1624	7	
1	26	9	2080	8	
0	42	4	1025	7	
1	47	3	55	7	
1	5	2	1047	7	
1	57	7	308	4	
0	44	2	1985	5	
1	32	2	1843	6	
0	41	4	798	2	
0	8	4	1050	1	
1	56	6	578	1	
0	5	2	469	8	
0	86	5	80	1	
0	96	5	1157	9	
0	56	5	551	9	
0	81	8	475	1	
1	97	3	551	7	
0	93	9	684	5	
0	65	5	515	4	
1	55	9	1149	2	
0	96	5	2091	3	
0	99	1	719	6	
0	49	3	930	1	
0	60	9	177	1	
0	8	5	1847	8	
1	7	3	1088	6	
1	78	6	157	9	
0	7	5	208	3	
1	88	4	674	3	
0	6	4	7	1	
0	37	7	106	4	
