70 	
24	42
1	7	6	19	4	
0	2	9	659	5	
1	4	1	343	2	
1	1	7	542	7	
0	8	8	125	1	
0	1	7	249	8	
1	9	3	687	3	
1	3	9	356	6	
0	7	3	187	3	
0	4	1	31	3	
1	7	9	293	2	
0	8	6	366	8	
0	1	8	133	5	
1	7	1	688	8	
1	2	5	259	8	
0	1	7	318	9	
1	1	8	38	3	
0	4	3	542	4	
0	9	4	485	8	
0	8	9	510	5	
1	4	9	296	8	
1	4	2	396	4	
1	3	8	85	6	
0	8	7	58	1	
0	6	7	462	1	
0	2	2	500	6	
0	1	2	672	2	
1	8	5	231	5	
1	3	3	610	8	
0	1	8	517	3	
0	8	8	114	5	
1	5	3	5	2	
1	1	3	71	4	
0	4	8	127	6	
0	9	8	689	5	
1	3	2	91	6	
1	4	1	314	3	
1	4	8	397	6	
0	8	8	211	6	
0	7	5	650	4	
0	7	8	318	4	
0	5	4	466	7	
1	2	4	271	2	
1	7	4	642	6	
0	6	4	327	2	
1	7	9	136	2	
0	8	9	410	5	
0	3	4	317	2	
0	7	1	357	2	
1	4	5	318	1	
0	1	4	428	6	
1	4	8	17	2	
1	6	4	15	7	
0	2	2	217	7	
0	7	1	190	3	
0	8	5	7	7	
1	7	3	232	6	
0	6	3	658	3	
0	4	2	403	4	
1	1	2	181	6	
1	5	4	685	6	
1	6	2	8	7	
1	8	6	481	1	
0	3	8	680	3	
1	7	5	360	6	
0	8	4	583	1	
1	9	1	102	6	
1	7	9	224	1	
0	2	7	43	6	
1	5	7	455	2	
