50 	
1	12
0	7	1	39	9	
1	6	3	71	5	
0	5	3	40	3	
0	3	2	78	7	
1	1	5	68	1	
0	3	9	22	1	
1	8	2	23	3	
1	1	2	1	8	
0	4	6	11	9	
0	8	1	64	8	
0	8	6	122	9	
1	9	8	92	3	
0	2	6	68	5	
1	6	1	90	7	
0	3	2	71	9	
1	5	5	3	4	
1	2	7	59	9	
0	2	1	16	7	
1	8	7	90	4	
0	4	4	10	6	
0	7	3	68	5	
1	9	4	117	4	
0	1	5	65	5	
1	4	2	88	7	
1	9	9	29	7	
1	4	7	116	3	
1	3	2	111	6	
1	9	3	42	6	
0	5	7	12	1	
0	7	3	57	9	
1	2	4	88	6	
1	6	7	47	6	
1	7	1	26	6	
1	2	8	73	4	
1	2	6	40	9	
0	7	3	85	1	
0	1	9	67	8	
1	5	8	74	1	
0	8	1	61	4	
1	1	5	103	6	
1	8	2	18	3	
1	7	7	18	3	
1	9	2	57	1	
0	1	6	28	2	
1	3	1	23	1	
0	6	3	29	2	
1	2	5	110	4	
1	8	5	52	6	
0	8	4	111	7	
0	2	3	70	8	
