100 	
8	54
1	2	7	100	3	
0	3	5	91	3	
0	4	6	195	8	
1	1	6	104	7	
1	7	4	94	9	
1	9	3	1	7	
0	9	5	119	3	
1	8	4	158	1	
0	1	4	199	4	
1	4	9	184	7	
1	2	1	29	6	
0	4	2	177	5	
0	8	1	59	2	
1	5	5	173	4	
1	3	6	140	6	
0	9	5	93	6	
0	1	6	44	3	
0	6	3	179	1	
1	3	4	133	6	
1	9	9	47	4	
0	3	5	185	5	
0	7	8	84	3	
1	2	6	1	9	
0	6	1	7	8	
1	1	3	196	3	
0	1	2	211	4	
1	7	8	171	6	
1	9	2	105	8	
1	8	1	154	5	
0	6	8	1	8	
1	6	8	26	7	
1	4	7	172	8	
0	3	3	132	2	
1	5	3	234	5	
0	8	1	54	9	
0	3	4	190	7	
0	6	5	34	8	
0	8	1	76	3	
0	3	2	108	2	
0	2	2	153	9	
0	7	3	32	5	
1	9	1	220	4	
0	7	4	156	5	
1	1	9	156	8	
1	8	5	204	3	
1	6	1	82	8	
0	6	5	213	1	
0	3	5	194	6	
1	4	4	71	1	
0	3	2	65	3	
0	9	8	145	7	
0	2	8	56	2	
1	3	4	65	6	
1	8	3	40	2	
1	9	5	61	6	
1	4	7	104	8	
0	6	1	73	3	
1	3	8	57	9	
0	1	6	203	9	
0	4	4	243	7	
1	5	8	1	8	
0	6	8	126	7	
1	2	8	101	2	
1	1	8	26	1	
0	8	4	243	9	
0	4	1	74	4	
0	8	7	233	1	
1	3	5	52	6	
1	9	6	162	7	
1	1	9	196	7	
1	8	2	189	8	
1	2	4	136	2	
1	5	6	160	3	
1	4	6	169	2	
0	6	8	109	7	
0	2	2	42	2	
0	2	3	51	5	
0	3	5	5	3	
1	6	7	182	5	
1	4	3	159	2	
1	3	4	35	2	
0	3	6	92	6	
0	3	5	95	5	
1	6	8	111	5	
0	4	1	121	7	
0	5	8	92	6	
1	7	5	220	5	
1	4	7	172	1	
1	5	9	207	9	
1	4	3	191	3	
0	8	5	36	4	
1	2	3	234	3	
1	2	4	16	1	
1	9	4	8	4	
1	8	2	73	4	
0	8	5	98	4	
1	3	3	73	6	
1	7	8	224	3	
0	6	3	149	1	
0	8	1	39	8	
