40 	
8	15
1	92	3	2683	9	
1	82	9	149	5	
0	65	5	1269	2	
1	30	1	1563	1	
1	41	5	1031	1	
1	29	4	2731	9	
0	54	1	213	6	
1	99	6	655	6	
1	48	6	1997	5	
0	48	8	1589	8	
0	82	4	1686	4	
0	16	9	1255	9	
1	41	1	954	2	
1	52	9	1551	3	
1	7	8	332	6	
1	79	8	1830	1	
0	17	3	2888	6	
1	88	2	776	1	
1	21	3	1262	8	
1	39	3	1517	9	
1	9	3	947	6	
0	72	1	727	4	
0	66	4	2015	4	
1	72	3	2733	4	
0	17	6	826	2	
0	58	3	634	6	
0	85	6	1079	9	
1	78	2	2783	2	
1	24	7	2718	6	
0	1	2	2059	1	
0	39	7	2587	2	
0	57	9	1472	1	
1	47	5	2006	2	
1	59	8	2411	2	
0	74	5	837	4	
0	29	8	2981	8	
0	55	4	484	8	
0	72	1	529	4	
1	92	7	824	2	
1	2	1	912	4	
