70 	
1	58
1	3	5	44	3	
0	9	3	184	3	
1	5	3	235	7	
1	6	8	331	5	
1	9	4	14	9	
1	9	2	246	7	
0	4	7	123	4	
0	7	7	202	1	
0	2	5	122	7	
0	8	6	125	8	
1	3	4	363	7	
1	2	2	30	5	
1	8	7	307	8	
0	6	3	303	2	
0	7	3	232	8	
0	1	9	30	7	
1	6	8	259	8	
0	5	9	79	4	
1	6	1	120	1	
0	8	4	207	7	
0	4	5	272	2	
1	7	2	12	9	
1	5	6	180	5	
1	8	4	224	4	
1	7	7	371	3	
1	2	9	201	1	
0	6	9	125	5	
1	7	4	129	9	
1	7	4	208	8	
1	8	5	244	1	
1	1	6	26	6	
0	8	9	266	5	
1	2	6	380	4	
0	8	4	7	6	
1	3	3	299	5	
0	9	5	26	2	
0	5	7	385	4	
0	8	2	281	2	
0	2	4	106	9	
1	9	4	77	8	
0	8	4	48	2	
0	1	2	40	6	
0	4	6	236	7	
1	6	3	319	5	
1	9	6	368	9	
1	5	1	312	8	
1	3	1	377	7	
0	4	4	267	9	
1	2	4	31	5	
1	9	7	133	3	
1	8	5	367	6	
1	6	7	339	5	
1	9	8	348	1	
0	5	9	170	3	
1	8	6	232	1	
0	5	5	20	7	
0	7	1	108	7	
0	2	9	160	1	
0	6	9	96	8	
0	2	3	283	7	
1	3	3	196	3	
0	5	5	296	4	
1	3	9	198	4	
1	6	8	179	8	
1	1	3	325	9	
1	3	8	41	9	
1	9	5	9	8	
0	8	4	140	3	
0	7	4	266	5	
0	5	4	362	6	
