50 	
12	33
1	77	8	2662	5	
0	1	6	47	7	
0	97	7	1166	6	
1	44	9	509	9	
1	53	7	1630	9	
0	64	8	2600	1	
1	28	5	1456	4	
0	75	8	250	7	
1	60	5	1822	1	
0	48	6	2140	9	
0	55	3	2592	3	
0	66	7	2454	7	
1	33	5	2442	6	
1	97	1	752	3	
1	65	6	1261	6	
1	60	2	2778	6	
1	91	4	2440	1	
1	74	6	2341	6	
1	63	2	1679	8	
0	9	8	2236	7	
1	17	1	565	6	
1	68	4	1037	4	
1	38	2	353	1	
1	29	4	447	2	
1	78	1	1312	4	
1	45	8	858	5	
0	6	2	2397	3	
0	84	2	1958	8	
1	86	3	1716	8	
0	44	6	2350	7	
0	95	9	648	7	
1	88	7	230	8	
0	53	3	112	4	
1	17	1	148	5	
0	32	3	2696	6	
1	83	3	1924	8	
1	49	2	1992	6	
1	10	7	454	2	
0	65	6	283	1	
0	92	4	222	9	
0	37	4	2253	3	
0	78	4	296	7	
1	29	6	26	5	
0	80	8	1408	9	
1	75	7	2317	7	
0	39	3	904	8	
1	59	4	2102	3	
0	33	2	2275	2	
0	70	1	784	1	
0	41	6	1270	8	
