60 	
0	45
0	2	4	128	1	
1	9	1	72	9	
1	5	3	50	2	
1	2	4	9	6	
1	7	1	37	6	
0	2	7	55	8	
1	3	1	88	7	
0	5	8	24	9	
0	9	8	131	6	
0	5	4	137	1	
1	6	1	26	7	
1	8	2	83	7	
1	5	9	22	9	
1	5	4	71	1	
1	8	5	24	9	
1	3	5	97	5	
1	1	6	47	9	
0	8	8	11	1	
0	7	9	85	4	
1	6	4	80	5	
1	2	1	104	7	
0	8	8	141	8	
0	1	8	50	4	
1	3	5	55	6	
0	4	3	71	8	
1	9	6	132	9	
0	7	4	1	8	
1	1	7	33	5	
1	6	9	1	5	
1	1	2	123	7	
0	2	7	78	3	
0	5	3	146	3	
0	6	4	28	8	
1	6	5	19	3	
1	2	1	73	4	
0	7	9	89	3	
0	6	9	26	5	
1	3	4	133	3	
0	7	6	55	2	
1	3	2	104	8	
0	8	6	43	7	
1	9	7	75	8	
0	6	7	115	8	
0	6	6	91	4	
0	3	8	15	2	
1	1	5	148	7	
1	3	9	78	4	
0	5	1	138	6	
1	5	6	14	1	
0	3	4	138	4	
0	6	7	81	3	
0	4	1	24	6	
1	7	6	111	3	
1	1	4	11	5	
0	9	2	128	6	
1	6	6	12	1	
0	9	9	10	5	
0	6	4	71	2	
0	9	8	34	6	
1	6	4	137	6	
