50 	
15	19
1	8	9	31	1	
0	9	6	350	1	
0	1	6	130	3	
0	8	9	282	7	
0	2	7	142	8	
1	9	4	500	7	
0	5	1	254	8	
0	1	5	8	3	
0	5	5	289	2	
0	8	9	202	2	
1	8	9	283	2	
1	2	4	271	7	
1	5	2	104	2	
1	6	6	40	5	
0	6	6	386	2	
0	7	6	90	7	
0	6	8	349	4	
1	8	1	309	2	
0	7	8	15	2	
1	6	3	408	5	
1	7	9	287	7	
0	7	2	38	8	
1	8	3	415	1	
0	2	8	52	2	
0	5	6	65	1	
1	5	6	293	3	
1	1	4	18	7	
0	8	3	436	6	
0	1	9	307	9	
1	1	6	252	8	
1	7	7	123	8	
1	3	4	246	8	
1	7	8	74	4	
0	1	7	75	5	
1	4	8	38	7	
0	3	7	397	6	
0	4	4	475	2	
1	4	8	356	7	
0	6	5	400	8	
1	9	9	503	7	
1	3	1	302	4	
0	2	1	259	8	
0	7	1	298	1	
1	4	2	114	1	
1	9	3	162	1	
0	4	5	406	3	
1	5	6	234	3	
0	2	6	488	5	
0	1	3	504	3	
1	6	3	454	3	
