60 	
9	38
1	4	8	46	7	
0	6	3	23	1	
1	9	5	149	4	
0	3	2	46	3	
0	8	5	34	7	
1	7	3	146	3	
0	4	8	58	9	
0	7	8	82	8	
0	6	7	102	1	
1	1	9	138	9	
1	9	6	119	8	
1	8	4	4	4	
0	2	2	137	3	
1	9	2	8	1	
1	9	6	106	6	
1	1	2	41	8	
0	7	4	97	5	
0	1	4	14	4	
1	9	2	7	8	
1	4	6	52	6	
1	6	8	12	1	
1	9	1	89	4	
1	7	7	127	7	
0	8	9	18	1	
1	1	3	85	6	
0	5	4	94	4	
0	3	1	26	5	
0	9	7	60	9	
1	8	2	105	4	
1	6	2	38	2	
1	7	3	123	9	
0	1	6	147	1	
0	3	9	146	9	
1	3	2	5	9	
1	8	8	108	2	
1	8	2	63	4	
1	3	2	99	8	
1	8	5	23	5	
0	3	5	122	6	
1	1	8	8	9	
1	4	9	62	1	
0	2	3	67	7	
1	2	7	89	8	
0	2	1	17	5	
1	7	6	83	9	
0	2	9	133	1	
0	8	2	107	6	
1	8	9	130	7	
0	4	4	113	1	
0	1	5	39	8	
0	6	1	133	6	
1	4	6	29	8	
1	1	3	106	7	
1	7	6	127	1	
0	6	9	51	4	
0	5	1	51	9	
0	6	4	146	5	
0	6	2	55	9	
0	1	5	5	4	
0	1	8	104	9	
