40 	
10	87
1	6	1	174	4	
1	1	1	152	6	
0	6	8	157	3	
1	4	1	139	2	
1	1	2	113	4	
0	6	1	188	1	
0	1	8	58	6	
1	4	7	77	7	
1	7	1	46	1	
1	1	6	27	7	
1	9	9	190	4	
1	5	2	51	3	
1	7	1	112	8	
1	5	2	71	8	
1	7	2	32	7	
1	1	8	177	9	
0	4	8	122	4	
0	3	2	156	5	
1	3	4	62	8	
1	4	6	175	5	
1	7	6	164	9	
1	2	2	156	9	
1	2	3	6	9	
1	5	2	93	4	
0	1	6	3	3	
0	7	4	60	4	
0	4	3	190	7	
0	5	8	107	1	
1	7	9	54	8	
0	3	9	89	9	
0	3	2	127	9	
1	8	4	162	9	
0	4	9	180	1	
1	9	6	185	2	
0	8	2	154	7	
0	6	8	77	7	
1	6	7	134	6	
1	6	8	101	3	
0	6	1	92	9	
1	7	2	3	1	
