40 	
9	12
1	2	2	191	8	
1	3	5	157	8	
0	8	3	158	6	
1	9	4	352	8	
0	7	8	117	7	
0	1	7	378	9	
0	6	4	233	2	
0	4	2	51	6	
0	4	5	50	1	
0	7	3	4	4	
0	9	8	24	8	
0	9	8	49	2	
1	6	4	142	1	
1	4	7	43	1	
0	1	6	153	1	
1	9	8	310	4	
0	1	5	278	2	
1	3	4	267	4	
0	5	1	70	2	
0	2	2	45	4	
0	9	4	35	8	
1	9	8	146	9	
0	6	4	56	1	
1	9	7	362	3	
1	1	9	231	7	
1	3	4	146	2	
1	3	8	59	9	
1	5	9	207	6	
0	7	5	177	7	
0	5	1	282	1	
0	3	3	331	8	
1	7	5	50	7	
0	1	2	339	6	
0	8	9	233	4	
1	4	2	79	9	
0	4	9	79	4	
1	8	7	26	5	
1	5	9	318	8	
0	4	3	22	9	
0	3	1	306	6	
